Species 1,Species 2,Dist,Std. Err
ON799403.1,ON123668.1,0.0067192813,0.0025975256
ON799402.1,ON123668.1,0.0106501560,0.0032439755
PZ049732.1,OL314747.1,0.0804081055,0.0107295433
PX480447.1,OL314747.1,0.0578037031,0.0086138161
PX480446.1,OL314747.1,0.0554684455,0.0083497391
PX480445.1,OL314747.1,0.0566336187,0.0084922601
PX480444.1,OL314747.1,0.0543081526,0.0082938822
PX480443.1,OL314747.1,0.0587651891,0.0086374825
PX480442.1,OL314747.1,0.0543081526,0.0083603769
PX480441.1,OL314747.1,0.0554684455,0.0083593429
PX480440.1,OL314747.1,0.0520020855,0.0080260947
PX480439.1,OL314747.1,0.0554684455,0.0083735684
PX480438.1,OL314747.1,0.0518177369,0.0077358401
PX480437.1,OL314747.1,0.0566336187,0.0085413403
PX683084.1,OL314747.1,0.0371511381,0.0074206431
PX683079.1,OL314747.1,0.0331506258,0.0058477250
PX683071.1,OL314747.1,0.0332173724,0.0058601182
PX683067.1,OL314747.1,0.0357296414,0.0072291932
PX492106.1,OL314747.1,0.0624179511,0.0090115820
PX368925.1,OL314747.1,0.0236837643,0.0049505133
PX297388.1,OL314747.1,0.0649291050,0.0093522916
PV789651.1,OL314747.1,0.1378840990,0.0154990865
PV344375.1,OL314747.1,0.0331506258,0.0059887043
PV344355.1,OL314747.1,0.1356312994,0.0153391773
PV344354.1,OL314747.1,0.1341346986,0.0152647784
PP128486.1,OL314747.1,0.0754065958,0.0099674812
PV138436.1,OL314747.1,0.1289397300,0.0145232814
PQ667806.1,OL314747.1,0.0696503324,0.0096513170
PQ555702.1,OL314747.1,0.0341664615,0.0063508588
PP586203.1,OL314747.1,0.1227770178,0.0140710289
PQ357326.1,OL314747.1,0.0565302457,0.0085026809
ON799403.1,OL314747.1,0.1176262876,0.0136773116
ON799402.1,OL314747.1,0.1194179195,0.0139197718
ON123668.1,OL314747.1,0.1190034790,0.0138536659
PZ049732.1,OL314746.1,0.0732008682,0.0100783740
PX480447.1,OL314746.1,0.0580245417,0.0085303040
PX480446.1,OL314746.1,0.0556794306,0.0082146549
PX480445.1,OL314746.1,0.0568495150,0.0085589734
PX480444.1,OL314746.1,0.0545142574,0.0081235691
PX480443.1,OL314746.1,0.0543081526,0.0082221738
PX480442.1,OL314746.1,0.0521985212,0.0079556541
PX480441.1,OL314746.1,0.0533539645,0.0079289653
PX480440.1,OL314746.1,0.0521985212,0.0080114434
PX480439.1,OL314746.1,0.0556794306,0.0081915662
PX480438.1,OL314746.1,0.0474471857,0.0074678600
PX480437.1,OL314746.1,0.0568495150,0.0084140486
PX683084.1,OL314746.1,0.0343967250,0.0072490730
PX683079.1,OL314746.1,0.0290029118,0.0057210298
PX683071.1,OL314746.1,0.0290610424,0.0057353868
PX683067.1,OL314746.1,0.0329864876,0.0070371854
PX492106.1,OL314746.1,0.0555724191,0.0084465876
PX368925.1,OL314746.1,0.0096354248,0.0030225079
PX297388.1,OL314746.1,0.0556794306,0.0085685916
PV789651.1,OL314746.1,0.1236317684,0.0145731082
PV344375.1,OL314746.1,0.0311276496,0.0057760947
PV344355.1,OL314746.1,0.1243109426,0.0145791337
PV344354.1,OL314746.1,0.1228630086,0.0144619337
PP128486.1,OL314746.1,0.0658905910,0.0092156335
PV138436.1,OL314746.1,0.1149572650,0.0132038188
PQ667806.1,OL314746.1,0.0626526980,0.0091821634
PQ555702.1,OL314746.1,0.0321376931,0.0061464556
PP586203.1,OL314746.1,0.1147090517,0.0133721359
PQ357326.1,OL314746.1,0.0544096898,0.0081486798
ON799403.1,OL314746.1,0.1082113627,0.0126236012
ON799402.1,OL314746.1,0.1071530273,0.0126820431
ON123668.1,OL314746.1,0.1137635494,0.0133487771
OL314747.1,OL314746.1,0.0155704534,0.0039015558
PZ049732.1,OL314745.1,0.0718390805,0.0097680750
PX480447.1,OL314745.1,0.0590901052,0.0085802070
PX480446.1,OL314745.1,0.0567400440,0.0082270160
PX480445.1,OL314745.1,0.0579125957,0.0086273832
PX480444.1,OL314745.1,0.0555724191,0.0083107164
PX480443.1,OL314745.1,0.0565302457,0.0082514436
PX480442.1,OL314745.1,0.0555724191,0.0083174123
PX480441.1,OL314745.1,0.0567400440,0.0083191046
PX480440.1,OL314745.1,0.0532518256,0.0081543895
PX480439.1,OL314745.1,0.0567400440,0.0083630283
PX480438.1,OL314745.1,0.0496262393,0.0074474957
PX480437.1,OL314745.1,0.0579125957,0.0084938362
PX683084.1,OL314745.1,0.0372397334,0.0076756289
PX683079.1,OL314745.1,0.0321376931,0.0060930861
PX683071.1,OL314745.1,0.0322023810,0.0061068371
PX683067.1,OL314745.1,0.0386726249,0.0078329596
PX492106.1,OL314745.1,0.0589787298,0.0087667368
PX368925.1,OL314745.1,0.0246806742,0.0050442554
PX297388.1,OL314745.1,0.0614601245,0.0090377221
PV789651.1,OL314745.1,0.1321620125,0.0152506790
PV344375.1,OL314745.1,0.0321376931,0.0059276369
PV344355.1,OL314745.1,0.1328923383,0.0151340262
PV344354.1,OL314745.1,0.1314063705,0.0150294989
PP128486.1,OL314745.1,0.0693971684,0.0094845402
PV138436.1,OL314745.1,0.1190034790,0.0135910518
PQ667806.1,OL314745.1,0.0661344538,0.0094613243
PQ555702.1,OL314745.1,0.0342237278,0.0063231106
PP586203.1,OL314745.1,0.1229852443,0.0140121563
PQ357326.1,OL314745.1,0.0497151758,0.0078073668
ON799403.1,OL314745.1,0.1066293436,0.0125394012
ON799402.1,OL314745.1,0.1097260953,0.0129726824
ON123668.1,OL314745.1,0.1121410847,0.0133868891
OL314747.1,OL314745.1,0.0185686302,0.0042539215
OL314746.1,OL314745.1,0.0206026127,0.0046592989
PZ049732.1,OL314744.1,0.0743021346,0.0102063933
PX480447.1,OL314744.1,0.0567400440,0.0084697201
PX480446.1,OL314744.1,0.0544096898,0.0081095689
PX480445.1,OL314744.1,0.0555724191,0.0084613702
PX480444.1,OL314744.1,0.0532518256,0.0081616150
PX480443.1,OL314744.1,0.0542096522,0.0081350441
PX480442.1,OL314744.1,0.0532518256,0.0082732816
PX480441.1,OL314744.1,0.0544096898,0.0083120882
PX480440.1,OL314744.1,0.0509505703,0.0079462486
PX480439.1,OL314744.1,0.0544096898,0.0082324614
PX480438.1,OL314744.1,0.0473629424,0.0072673772
PX480437.1,OL314744.1,0.0555724191,0.0083845473
PX683084.1,OL314744.1,0.0372397334,0.0076866265
PX683079.1,OL314744.1,0.0321376931,0.0060539206
PX683071.1,OL314744.1,0.0322023810,0.0060675142
PX683067.1,OL314744.1,0.0358144536,0.0075290216
PX492106.1,OL314744.1,0.0589787298,0.0088437700
PX368925.1,OL314744.1,0.0267592916,0.0053424179
PX297388.1,OL314744.1,0.0614601245,0.0091089972
PV789651.1,OL314744.1,0.1351339605,0.0153147831
PV344375.1,OL314744.1,0.0321376931,0.0059072013
PV344355.1,OL314744.1,0.1328923383,0.0150332990
PV344354.1,OL314744.1,0.1314063705,0.0149641619
PP128486.1,OL314744.1,0.0718390805,0.0097899731
PV138436.1,OL314744.1,0.1247817936,0.0143306005
PQ667806.1,OL314744.1,0.0661344538,0.0095163323
PQ555702.1,OL314744.1,0.0342237278,0.0063625931
PP586203.1,OL314744.1,0.1201362607,0.0138709755
PQ357326.1,OL314744.1,0.0531527094,0.0081836378
ON799403.1,OL314744.1,0.1121867666,0.0132651860
ON799402.1,OL314744.1,0.1153555385,0.0137196350
ON123668.1,OL314744.1,0.1149572650,0.0136367877
OL314747.1,OL314744.1,0.0106193108,0.0032691979
OL314746.1,OL314744.1,0.0226526583,0.0049062319
OL314745.1,OL314744.1,0.0076684206,0.0027138422
PZ049732.1,OL314743.1,0.0766488274,0.0103099260
PX480447.1,OL314743.1,0.0637288909,0.0090656895
PX480446.1,OL314743.1,0.0613437358,0.0086935549
PX480445.1,OL314743.1,0.0625337787,0.0090928091
PX480444.1,OL314743.1,0.0601587302,0.0087548564
PX480443.1,OL314743.1,0.0611202161,0.0087368801
PX480442.1,OL314743.1,0.0578037031,0.0086831056
PX480441.1,OL314743.1,0.0566336187,0.0085714072
PX480440.1,OL314743.1,0.0578037031,0.0086093349
PX480439.1,OL314743.1,0.0613437358,0.0088242035
PX480438.1,OL314743.1,0.0541141953,0.0078783411
PX480437.1,OL314743.1,0.0625337787,0.0090448409
PX683084.1,OL314743.1,0.0443735674,0.0083935326
PX683079.1,OL314743.1,0.0363829787,0.0064184151
PX683071.1,OL314743.1,0.0364566784,0.0064320237
PX683067.1,OL314743.1,0.0429135495,0.0082118848
PX492106.1,OL314743.1,0.0612304308,0.0090054235
PX368925.1,OL314743.1,0.0309185859,0.0057736389
PX297388.1,OL314743.1,0.0637288909,0.0091982573
PV789651.1,OL314743.1,0.1334049171,0.0151182287
PV344375.1,OL314743.1,0.0363829787,0.0063285943
PV344355.1,OL314743.1,0.1311627506,0.0149149505
PV344354.1,OL314743.1,0.1296873030,0.0148077550
PP128486.1,OL314743.1,0.0741697360,0.0100647606
PV138436.1,OL314743.1,0.1260027254,0.0141529410
PQ667806.1,OL314743.1,0.0684320021,0.0096821532
PQ555702.1,OL314743.1,0.0384937628,0.0067844937
PP586203.1,OL314743.1,0.1213525317,0.0139008420
PQ357326.1,OL314743.1,0.0553675164,0.0080858075
ON799403.1,OL314743.1,0.1133806246,0.0131314878
ON799402.1,OL314743.1,0.1165571284,0.0135734432
ON123668.1,OL314743.1,0.1190034790,0.0139542950
OL314747.1,OL314743.1,0.0185976292,0.0042555408
OL314746.1,OL314743.1,0.0267592916,0.0052386854
OL314745.1,OL314743.1,0.0115734990,0.0033323571
OL314744.1,OL314743.1,0.0076789943,0.0027210832
PZ049732.1,OL314742.1,0.0695221734,0.0097828577
PX480447.1,OL314742.1,0.0510478974,0.0078521584
PX480446.1,OL314742.1,0.0487609877,0.0076194504
PX480445.1,OL314742.1,0.0499020628,0.0078069106
PX480444.1,OL314742.1,0.0476246424,0.0075006504
PX480443.1,OL314742.1,0.0497151758,0.0078908377
PX480442.1,OL314742.1,0.0476246424,0.0076049985
PX480441.1,OL314742.1,0.0487609877,0.0075818615
PX480440.1,OL314742.1,0.0453660242,0.0074088191
PX480439.1,OL314742.1,0.0487609877,0.0075866943
PX480438.1,OL314742.1,0.0429670330,0.0070166806
PX480437.1,OL314742.1,0.0499020628,0.0078230258
PX683084.1,OL314742.1,0.0358144536,0.0073583755
PX683079.1,OL314742.1,0.0290029118,0.0056669133
PX683071.1,OL314742.1,0.0290610424,0.0056796091
PX683067.1,OL314742.1,0.0343967250,0.0071633052
PX492106.1,OL314742.1,0.0532518256,0.0081998944
PX368925.1,OL314742.1,0.0135939168,0.0035620170
PX297388.1,OL314742.1,0.0556794306,0.0085823673
PV789651.1,OL314742.1,0.1221939539,0.0143229964
PV344375.1,OL314742.1,0.0290029118,0.0054303562
PV344355.1,OL314742.1,0.1228630086,0.0144293647
PV344354.1,OL314742.1,0.1214218327,0.0143033994
PP128486.1,OL314742.1,0.0634952646,0.0090528868
PV138436.1,OL314742.1,0.1192307692,0.0137534893
PQ667806.1,OL314742.1,0.0602726042,0.0089302955
PQ555702.1,OL314742.1,0.0300086866,0.0059432320
PP586203.1,OL314742.1,0.1133170872,0.0132288920
PQ357326.1,OL314742.1,0.0520987958,0.0079296834
ON799403.1,OL314742.1,0.1082113627,0.0128298275
ON799402.1,OL314742.1,0.1099354440,0.0130947778
ON123668.1,OL314742.1,0.1123554649,0.0134478375
OL314747.1,OL314742.1,0.0155704534,0.0039991212
OL314746.1,OL314742.1,0.0076923077,0.0026985483
OL314745.1,OL314742.1,0.0206026127,0.0045626216
OL314744.1,OL314742.1,0.0206026127,0.0046172880
OL314743.1,OL314742.1,0.0246806742,0.0050517218
PZ049732.1,OL314741.1,0.0754065958,0.0101920641
PX480447.1,OL314741.1,0.0601587302,0.0087037025
PX480446.1,OL314741.1,0.0578037031,0.0083461779
PX480445.1,OL314741.1,0.0589787298,0.0086848733
PX480444.1,OL314741.1,0.0566336187,0.0083557356
PX480443.1,OL314741.1,0.0575951047,0.0084366100
PX480442.1,OL314741.1,0.0543081526,0.0083135803
PX480441.1,OL314741.1,0.0554684455,0.0083410833
PX480440.1,OL314741.1,0.0543081526,0.0081699214
PX480439.1,OL314741.1,0.0578037031,0.0084594836
PX480438.1,OL314741.1,0.0506766617,0.0075560922
PX480437.1,OL314741.1,0.0589787298,0.0086644313
PX683084.1,OL314741.1,0.0414613600,0.0080555832
PX683079.1,OL314741.1,0.0331506258,0.0061140328
PX683071.1,OL314741.1,0.0332173724,0.0061272267
PX683067.1,OL314741.1,0.0400169363,0.0078912283
PX492106.1,OL314741.1,0.0600479318,0.0089312420
PX368925.1,OL314741.1,0.0277631917,0.0053857884
PX297388.1,OL314741.1,0.0625337787,0.0091546715
PV789651.1,OL314741.1,0.1348908848,0.0152344270
PV344375.1,OL314741.1,0.0331506258,0.0059854179
PV344355.1,OL314741.1,0.1326451992,0.0150010988
PV344354.1,OL314741.1,0.1311627506,0.0148919334
PP128486.1,OL314741.1,0.0729382132,0.0099246235
PV138436.1,OL314741.1,0.1245445647,0.0140684434
PQ667806.1,OL314741.1,0.0672188895,0.0096020653
PQ555702.1,OL314741.1,0.0352417303,0.0064233937
PP586203.1,OL314741.1,0.1227770178,0.0139682091
PQ357326.1,OL314741.1,0.0519083969,0.0077977590
ON799403.1,OL314741.1,0.1119784471,0.0130301490
ON799402.1,OL314741.1,0.1151366892,0.0134659059
ON123668.1,OL314741.1,0.1175756782,0.0138485426
OL314747.1,OL314741.1,0.0175846212,0.0042287200
OL314746.1,OL314741.1,0.0236475274,0.0049159564
OL314745.1,OL314741.1,0.0105896129,0.0032590622
OL314744.1,OL314741.1,0.0067064063,0.0025888628
OL314743.1,OL314741.1,0.0028571429,0.0015915254
OL314742.1,OL314741.1,0.0215934363,0.0046489709
PZ049732.1,OL314740.1,0.0780369619,0.0100586275
PX480447.1,OL314740.1,0.0555724191,0.0081083786
PX480446.1,OL314740.1,0.0486684127,0.0076031085
PX480445.1,OL314740.1,0.0520987958,0.0078044382
PX480444.1,OL314740.1,0.0498071192,0.0076183631
PX480443.1,OL314740.1,0.0509505703,0.0076540087
PX480442.1,OL314740.1,0.0475344213,0.0074549847
PX480441.1,OL314740.1,0.0486684127,0.0075126171
PX480440.1,OL314740.1,0.0498071192,0.0076408757
PX480439.1,OL314740.1,0.0486684127,0.0076218975
PX480438.1,OL314740.1,0.0464051158,0.0071337288
PX480437.1,OL314740.1,0.0520987958,0.0079281327
PX683084.1,OL314740.1,0.0533016773,0.0094332722
PX683079.1,OL314740.1,0.0555724191,0.0083027895
PX683071.1,OL314740.1,0.0556892231,0.0083177931
PX683067.1,OL314740.1,0.0548183114,0.0095910722
PX492106.1,OL314740.1,0.0578037031,0.0083476169
PX368925.1,OL314740.1,0.0519083969,0.0078479367
PX297388.1,OL314740.1,0.0602726042,0.0085521667
PV789651.1,OL314740.1,0.1457621785,0.0159162814
PV344375.1,OL314740.1,0.0509505703,0.0078731386
PV344355.1,OL314740.1,0.1404293381,0.0153642182
PV344354.1,OL314740.1,0.1389074787,0.0153707564
PP128486.1,OL314740.1,0.0657733500,0.0088873336
PV138436.1,OL314740.1,0.1204379439,0.0137594265
PQ667806.1,OL314740.1,0.0673449701,0.0092363117
PQ555702.1,OL314740.1,0.0508562509,0.0077525501
PP586203.1,OL314740.1,0.1331690964,0.0146520628
PQ357326.1,OL314740.1,0.0237647698,0.0049910255
ON799403.1,OL314740.1,0.1080091505,0.0127326482
ON799402.1,OL314740.1,0.1111237166,0.0130669686
ON123668.1,OL314740.1,0.1135459229,0.0134480088
OL314747.1,OL314740.1,0.0451978814,0.0073439878
OL314746.1,OL314740.1,0.0451978814,0.0071695620
OL314745.1,OL314740.1,0.0320288789,0.0058780598
OL314744.1,OL314740.1,0.0332086349,0.0060920994
OL314743.1,OL314740.1,0.0353011700,0.0061082506
OL314742.1,OL314740.1,0.0429670330,0.0069725181
OL314741.1,OL314740.1,0.0320818378,0.0058092566
PZ049732.1,OL314739.1,0.0766488274,0.0103400903
PX480447.1,OL314739.1,0.0613437358,0.0088687592
PX480446.1,OL314739.1,0.0589787298,0.0084817763
PX480445.1,OL314739.1,0.0601587302,0.0088759135
PX480444.1,OL314739.1,0.0578037031,0.0085100660
PX480443.1,OL314739.1,0.0564299314,0.0082463898
PX480442.1,OL314739.1,0.0531527094,0.0081387202
PX480441.1,OL314739.1,0.0543081526,0.0081714794
PX480440.1,OL314739.1,0.0554684455,0.0083314513
PX480439.1,OL314739.1,0.0589787298,0.0086126546
PX480438.1,OL314739.1,0.0495403164,0.0073835991
PX480437.1,OL314739.1,0.0601587302,0.0088204891
PX683084.1,OL314739.1,0.0400169363,0.0078544434
PX683079.1,OL314739.1,0.0320818378,0.0059585128
PX683071.1,OL314739.1,0.0321463027,0.0059712295
PX683067.1,OL314739.1,0.0385802161,0.0076788123
PX492106.1,OL314739.1,0.0588704223,0.0087995709
PX368925.1,OL314739.1,0.0288107951,0.0054882916
PX297388.1,OL314739.1,0.0613437358,0.0090192386
PV789651.1,OL314739.1,0.1363839286,0.0153576559
PV344375.1,OL314739.1,0.0342237278,0.0061923108
PV344355.1,OL314739.1,0.1341346986,0.0151362400
PV344354.1,OL314739.1,0.1326451992,0.0150288590
PP128486.1,OL314739.1,0.0717119930,0.0097923202
PV138436.1,OL314739.1,0.1230932337,0.0138784104
PQ667806.1,OL314739.1,0.0660109610,0.0094794403
PQ555702.1,OL314739.1,0.0363213524,0.0065883329
PP586203.1,OL314739.1,0.1242081448,0.0141194515
PQ357326.1,OL314739.1,0.0507649458,0.0076500718
ON799403.1,OL314739.1,0.1105827164,0.0128461859
ON799402.1,OL314739.1,0.1137228261,0.0132743521
ON123668.1,OL314739.1,0.1161544953,0.0136504897
OL314747.1,OL314739.1,0.0185976292,0.0044042077
OL314746.1,OL314739.1,0.0226184561,0.0048040115
OL314745.1,OL314739.1,0.0115734990,0.0033826346
OL314744.1,OL314739.1,0.0076789943,0.0027971269
OL314743.1,OL314739.1,0.0038167939,0.0018196781
OL314742.1,OL314739.1,0.0226184561,0.0048060554
OL314741.1,OL314739.1,0.0009487666,0.0009249418
OL314740.1,OL314739.1,0.0310173377,0.0056473953
PZ049732.1,OL314738.1,0.0769275982,0.0103292240
PX480447.1,OL314738.1,0.0531527094,0.0080529207
PX480446.1,OL314738.1,0.0508562509,0.0077054836
PX480445.1,OL314738.1,0.0520020855,0.0079138126
PX480444.1,OL314738.1,0.0497151758,0.0077533336
PX480443.1,OL314738.1,0.0541141953,0.0079516818
PX480442.1,OL314738.1,0.0497151758,0.0077942550
PX480441.1,OL314738.1,0.0508562509,0.0078232475
PX480440.1,OL314738.1,0.0474471857,0.0074528616
PX480439.1,OL314738.1,0.0508562509,0.0078154456
PX480438.1,OL314738.1,0.0472816982,0.0071230289
PX480437.1,OL314738.1,0.0520020855,0.0079853634
PX683084.1,OL314738.1,0.0315836824,0.0067391444
PX683079.1,OL314738.1,0.0289010989,0.0054765796
PX683071.1,OL314738.1,0.0289588252,0.0054881422
PX683067.1,OL314738.1,0.0301882506,0.0065802878
PX492106.1,OL314738.1,0.0576978706,0.0086496310
PX368925.1,OL314738.1,0.0277631917,0.0054005159
PX297388.1,OL314738.1,0.0601587302,0.0088916951
PV789651.1,OL314738.1,0.1324017556,0.0151838982
PV344375.1,OL314738.1,0.0289010989,0.0054807236
PV344355.1,OL314738.1,0.1301712199,0.0149527181
PV344354.1,OL314738.1,0.1286957723,0.0148723408
PP128486.1,OL314738.1,0.0704910411,0.0095190204
PV138436.1,OL314738.1,0.1221131328,0.0139485724
PQ667806.1,OL314738.1,0.0624179511,0.0091998774
PQ555702.1,OL314738.1,0.0309665132,0.0059245616
PP586203.1,OL314738.1,0.1175122691,0.0137561883
PQ357326.1,OL314738.1,0.0519083969,0.0079666088
ON799403.1,OL314738.1,0.1119784471,0.0130408959
ON799402.1,OL314738.1,0.1125278008,0.0132769552
ON123668.1,OL314738.1,0.1133317999,0.0132342779
OL314747.1,OL314738.1,0.0096210906,0.0030251199
OL314746.1,OL314738.1,0.0215934363,0.0046953277
OL314745.1,OL314738.1,0.0165505226,0.0040919642
OL314744.1,OL314738.1,0.0086553265,0.0029915933
OL314743.1,OL314738.1,0.0165755703,0.0040591849
OL314742.1,OL314738.1,0.0195554558,0.0044604241
OL314741.1,OL314738.1,0.0155704534,0.0040481098
OL314740.1,OL314738.1,0.0429670330,0.0069742820
OL314739.1,OL314738.1,0.0165755703,0.0042533917
PZ049732.1,OL314737.1,0.0743021346,0.0101700282
PX480447.1,OL314737.1,0.0498071192,0.0078317045
PX480446.1,OL314737.1,0.0475344213,0.0074727004
PX480445.1,OL314737.1,0.0486684127,0.0077351714
PX480444.1,OL314737.1,0.0464051158,0.0075369260
PX480443.1,OL314737.1,0.0507649458,0.0077531523
PX480442.1,OL314737.1,0.0464051158,0.0075707959
PX480441.1,OL314737.1,0.0475344213,0.0076136912
PX480440.1,OL314737.1,0.0441604469,0.0072176839
PX480439.1,OL314737.1,0.0475344213,0.0075761320
PX480438.1,OL314737.1,0.0440028528,0.0069099649
PX480437.1,OL314737.1,0.0486684127,0.0077277588
PX683084.1,OL314737.1,0.0288001343,0.0064814739
PX683079.1,OL314737.1,0.0258014650,0.0052076032
PX683071.1,OL314737.1,0.0258527794,0.0052184834
PX683067.1,OL314737.1,0.0274192762,0.0063015548
PX492106.1,OL314737.1,0.0543081526,0.0083734011
PX368925.1,OL314737.1,0.0246806742,0.0050803988
PX297388.1,OL314737.1,0.0567400440,0.0086446017
PV789651.1,OL314737.1,0.1292180687,0.0148604644
PV344375.1,OL314737.1,0.0258014650,0.0051498335
PV344355.1,OL314737.1,0.1269904241,0.0146625405
PV344354.1,OL314737.1,0.1255322633,0.0145902682
PP128486.1,OL314737.1,0.0669761273,0.0092976812
PV138436.1,OL314737.1,0.1190034790,0.0137004109
PQ667806.1,OL314737.1,0.0613437358,0.0090460896
PQ555702.1,OL314737.1,0.0278493092,0.0057036034
PP586203.1,OL314737.1,0.1145167958,0.0135192104
PQ357326.1,OL314737.1,0.0485788305,0.0077856841
ON799403.1,OL314737.1,0.1080091505,0.0128042988
ON799402.1,OL314737.1,0.1097260953,0.0130874583
ON123668.1,OL314737.1,0.1093507410,0.0130143626
OL314747.1,OL314737.1,0.0067064063,0.0025731839
OL314746.1,OL314737.1,0.0185686302,0.0043929642
OL314745.1,OL314737.1,0.0135719296,0.0037378507
OL314744.1,OL314737.1,0.0057471264,0.0024615622
OL314743.1,OL314737.1,0.0135939168,0.0036997567
OL314742.1,OL314737.1,0.0165505226,0.0041154075
OL314741.1,OL314737.1,0.0125985346,0.0036730229
OL314740.1,OL314737.1,0.0397260805,0.0068305888
OL314739.1,OL314737.1,0.0135939168,0.0038793621
OL314738.1,OL314737.1,0.0028530703,0.0016192358
PZ049732.1,OL314736.1,0.0706154987,0.0098126963
PX480447.1,OL314736.1,0.0486684127,0.0076974864
PX480446.1,OL314736.1,0.0464051158,0.0073557335
PX480445.1,OL314736.1,0.0475344213,0.0075929509
PX480444.1,OL314736.1,0.0452804672,0.0073552325
PX480443.1,OL314736.1,0.0496262393,0.0076822981
PX480442.1,OL314736.1,0.0452804672,0.0074433056
PX480441.1,OL314736.1,0.0464051158,0.0074727630
PX480440.1,OL314736.1,0.0430450262,0.0070629797
PX480439.1,OL314736.1,0.0464051158,0.0074189864
PX480438.1,OL314736.1,0.0428920035,0.0068278008
PX480437.1,OL314736.1,0.0475344213,0.0076053681
PX683084.1,OL314736.1,0.0274192762,0.0063180704
PX683079.1,OL314736.1,0.0226897008,0.0049174923
PX683071.1,OL314736.1,0.0227345592,0.0049273551
PX683067.1,OL314736.1,0.0260456194,0.0061506418
PX492106.1,OL314736.1,0.0508562509,0.0080818692
PX368925.1,OL314736.1,0.0215934363,0.0046982811
PX297388.1,OL314736.1,0.0532518256,0.0083568748
PV789651.1,OL314736.1,0.1248538012,0.0145883542
PV344375.1,OL314736.1,0.0226897008,0.0048423353
PV344355.1,OL314736.1,0.1226363834,0.0144010958
PV344354.1,OL314736.1,0.1211985689,0.0143101288
PP128486.1,OL314736.1,0.0633831174,0.0089635802
PV138436.1,OL314736.1,0.1147398844,0.0132456587
PQ667806.1,OL314736.1,0.0578037031,0.0087579826
PQ555702.1,OL314736.1,0.0247189579,0.0053695936
PP586203.1,OL314736.1,0.1131280220,0.0134044616
PQ357326.1,OL314736.1,0.0451978814,0.0073824591
ON799403.1,OL314736.1,0.1038885668,0.0123598430
ON799402.1,OL314736.1,0.1055715663,0.0126301912
ON123668.1,OL314736.1,0.1079651470,0.0130073232
OL314747.1,OL314736.1,0.0096354248,0.0030794717
OL314746.1,OL314736.1,0.0155473640,0.0039473461
